Ticker ,BBERG_Ticker,Short Name,Market Cap,Revenue T12M,OPM LF,GICS Sector,GICS Ind Grp Name
MLI,MLI US Equity,MUELLER INDS,"1,784,402,048","2,255,527,936",10.46,Industrials,Capital Goods
MLM,MLM US Equity,MARTIN MAR MTLS,"13,768,889,344","4,749,475,904",24.11,Materials,Materials
MMC,MMC US Equity,MARSH & MCLENNAN,"59,086,643,200","17,071,999,744",21.13,Financials,Insurance
MMM,MMM US Equity,3M CO,"94,616,952,832","31,352,999,936",24.25,Industrials,Capital Goods
MMS,MMS US Equity,MAXIMUS INC,"4,684,283,904","3,292,667,008",9.69,Information Technology,Software & Services
MMSI,MMSI US Equity,MERIT MEDICAL,"2,511,769,088","962,866,992",-8.70,Health Care,Health Care Equipment & Services
MNRO,MNRO US Equity,MONRO INC,"1,785,122,816","1,186,518,976",4.61,Consumer Discretionary,Retailing
MNST,MNST US Equity,MONSTER BEVERAGE,"43,589,316,608","4,306,775,936",37.23,Consumer Staples,"Food, Beverage & Tobacco"
MO,MO US Equity,ALTRIA GROUP INC,"79,836,741,632","20,321,999,872",55.24,Consumer Staples,"Food, Beverage & Tobacco"
MOG/A,MOG/A US Equity,MOOG INC-CLASS A,"2,037,508,224","2,942,865,984",-1.44,Industrials,Capital Goods
MOH,MOH US Equity,MOLINA HEALTHCAR,"11,373,740,032","17,684,000,000",9.18,Health Care,Health Care Equipment & Services
MORN,MORN US Equity,MORNINGSTAR INC,"6,808,158,208","1,298,100,000",18.69,Financials,Diversified Financials
MOS,MOS US Equity,MOSAIC CO/THE,"6,599,956,992","8,672,500,096",4.20,Materials,Materials
MPWR,MPWR US Equity,MONOLITHIC POWER,"12,575,639,552","687,537,984",15.01,Information Technology,Semiconductors & Semiconductor Equipment
MRCY,MRCY US Equity,MERCURY SYSTEMS,"4,431,218,688","796,609,984",12.15,Industrials,Capital Goods
MRK,MRK US Equity,MERCK & CO,"209,117,659,136","47,194,000,384",28.78,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
MRTN,MRTN US Equity,MARTEN TRANSPORT,"1,549,654,016","863,187,984",11.89,Industrials,Transportation
MRVL,MRVL US Equity,MARVELL TECH GRP,"23,471,783,936","2,730,350,016",-13.84,Information Technology,Semiconductors & Semiconductor Equipment
MS,MS US Equity,MORGAN STANLEY,"82,590,736,384","54,118,000,640",31.88,Financials,Diversified Financials
MSA,MSA US Equity,MSA SAFETY INC,"4,873,285,632","1,381,852,032",15.61,Industrials,Commercial & Professional Services
MSCI,MSCI US Equity,MSCI INC,"29,671,962,624","1,627,253,024",52.53,Financials,Diversified Financials
MSFT,MSFT US Equity,MICROSOFT CORP,"1,583,077,261,312","143,015,000,064",35.25,Information Technology,Software & Services
MSGS,MSGS US Equity,MADISON SQUARE G,"3,982,590,208","1,531,104,976",-31.89,Communication Services,Media & Entertainment
MSI,MSI US Equity,MOTOROLA SOLUTIO,"24,620,826,624","7,644,000,000",13.47,Information Technology,Technology Hardware & Equipment
MSM,MSM US Equity,MSC INDL DIRECT,"3,823,370,240","3,287,337,088",13.16,Industrials,Capital Goods
MTCH,MTCH US Equity,MATCH GROUP INC,"30,141,057,024","4,757,054,976",12.22,Communication Services,Media & Entertainment
MTD,MTD US Equity,METTLER-TOLEDO,"23,330,512,896","2,937,670,016",23.44,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
MTH,MTH US Equity,MERITAGE HOMES C,"3,744,558,336","4,035,342,976",11.21,Consumer Discretionary,Consumer Durables & Apparel
MTN,MTN US Equity,VAIL RESORTS,"8,988,184,576","2,130,500,992",31.44,Consumer Discretionary,Consumer Services
MTOR,MTOR US Equity,MERITOR INC,"1,824,583,040","3,314,000,000",-7.98,Industrials,Capital Goods
MTRN,MTRN US Equity,MATERION CORP,"1,230,713,984","1,135,553,984",3.21,Materials,Materials
MTX,MTX US Equity,MINERALS TECH,"1,819,934,976","1,664,200,000",7.61,Materials,Materials
MTZ,MTZ US Equity,MASTEC INC,"3,599,374,336","6,711,742,976",4.78,Industrials,Capital Goods
MU,MU US Equity,MICRON TECH,"53,861,203,968","20,249,000,448",16.33,Information Technology,Semiconductors & Semiconductor Equipment
MUSA,MUSA US Equity,MURPHY USA INC,"4,068,528,896","10,848,700,032",11.78,Consumer Discretionary,Retailing
MWA,MWA US Equity,MUELLER WATER-A,"1,761,224,192","965,700,000",8.75,Industrials,Capital Goods
MXIM,MXIM US Equity,MAXIM INTEGRATED,"18,694,580,224","2,191,395,072",32.64,Information Technology,Semiconductors & Semiconductor Equipment
MYL,MYL US Equity,MYLAN NV,"8,364,201,984","11,503,900,160",4.91,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
NATI,NATI US Equity,NATL INSTRUMENTS,"4,730,385,408","1,318,619,968",5.45,Information Technology,Technology Hardware & Equipment
NAV,NAV US Equity,NAVISTAR INTL,"3,338,373,632","9,584,999,808",2.08,Industrials,Capital Goods
NAVI,NAVI US Equity,NAVIENT CORP,"1,716,254,592","4,553,999,936",39.26,Financials,Diversified Financials
NBIX,NBIX US Equity,NEUROCRINE BIOSC,"10,649,706,496","1,005,694,000",25.33,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
NCLH,NCLH US Equity,NORWEGIAN CRUISE,"4,197,675,776","4,658,280,040",-3517.11,Consumer Discretionary,Consumer Services
NCR,NCR US Equity,NCR CORP,"2,749,043,968","6,656,000,128",6.00,Information Technology,Technology Hardware & Equipment
NDAQ,NDAQ US Equity,NASDAQ INC,"21,422,581,760","2,678,000,000",45.06,Financials,Diversified Financials
NDSN,NDSN US Equity,NORDSON CORP,"11,930,589,184","2,169,591,008",23.61,Industrials,Capital Goods
NEM,NEM US Equity,NEWMONT CORP,"50,585,448,448","10,625,999,872",18.18,Materials,Materials
NEU,NEU US Equity,NEWMARKET CORP,"4,172,749,056","2,060,543,040",6.76,Materials,Materials
NEWR,NEWR US Equity,NEW RELIC INC,"3,282,695,168","621,084,992",-16.05,Information Technology,Software & Services
NFLX,NFLX US Equity,NETFLIX INC,"209,689,608,192","22,628,315,648",22.09,Communication Services,Media & Entertainment
NGHC,NGHC US Equity,NATIONAL GENERAL,"3,873,796,864","5,334,743,040",17.82,Financials,Insurance
NGVT,NGVT US Equity,INGEVITY CORP,"2,576,835,584","1,222,100,000",13.41,Materials,Materials
NHC,NHC US Equity,NATL HEALTHCARE,"1,022,655,104","994,065,008",5.49,Health Care,Health Care Equipment & Services
NKE,NKE US Equity,NIKE INC -CL B,"164,131,471,360","37,402,999,808",-13.27,Consumer Discretionary,Consumer Durables & Apparel
NLOK,NLOK US Equity,NORTONLIFELOCK I,"13,306,431,488","2,454,000,000",19.54,Information Technology,Software & Services
NLSN,NLSN US Equity,NIELSEN HOLDINGS,"5,658,117,632","6,362,000,128",1.87,Industrials,Commercial & Professional Services
NNI,NNI US Equity,NELNET INC-CL A,"2,422,870,784","1,693,386,016",33.96,Financials,Diversified Financials
NOC,NOC US Equity,NORTHROP GRUMMAN,"56,582,754,304","34,700,000,256",11.19,Industrials,Capital Goods
NOVT,NOVT US Equity,NOVANTA INC,"4,026,355,456","613,964,000",9.47,Information Technology,Technology Hardware & Equipment
NOW,NOW US Equity,SERVICENOW INC,"81,923,530,752","3,954,788,992",5.81,Information Technology,Software & Services
NPO,NPO US Equity,ENPRO INDUSTRIES,"1,215,748,736","1,189,200,000",0.73,Industrials,Capital Goods
NRZ,NRZ US Equity,NEW RESIDENT,"3,396,632,832","1,021,831,040",17.89,Financials,Diversified Financials
NSC,NSC US Equity,NORFOLK SOUTHERN,"52,259,127,296","10,240,999,680",29.26,Industrials,Transportation
NSIT,NSIT US Equity,INSIGHT ENTERPRI,"1,944,009,344","8,322,488,960",3.77,Information Technology,Technology Hardware & Equipment
NSP,NSP US Equity,INSPERITY INC,"2,745,554,176","4,341,327,104",7.35,Industrials,Commercial & Professional Services
NTAP,NTAP US Equity,NETAPP INC,"9,605,295,104","5,412,000,000",19.77,Information Technology,Technology Hardware & Equipment
NTCT,NTCT US Equity,NETSCOUT SYSTEMS,"1,765,008,000","889,611,008",-7.88,Information Technology,Technology Hardware & Equipment
NTNX,NTNX US Equity,NUTANIX INC - A,"4,454,263,808","1,279,684,000",-72.32,Information Technology,Software & Services
NTRS,NTRS US Equity,NORTHERN TRUST,"17,494,347,776","6,693,100,032",26.77,Financials,Diversified Financials
NUAN,NUAN US Equity,NUANCE COMMUNICA,"8,090,803,712","1,596,625,984",6.63,Information Technology,Software & Services
NUE,NUE US Equity,NUCOR CORP,"13,853,965,312","20,547,890,688",5.34,Materials,Materials
NUS,NUS US Equity,NU SKIN ENTERP-A,"2,468,126,464","2,303,687,008",9.48,Consumer Staples,Household & Personal Products
NUVA,NUVA US Equity,NUVASIVE INC,"2,662,578,176","1,064,681,984",-18.32,Health Care,Health Care Equipment & Services
NVDA,NVDA US Equity,NVIDIA CORP,"281,430,163,456","11,778,000,128",31.69,Information Technology,Semiconductors & Semiconductor Equipment
NVR,NVR US Equity,NVR INC,"14,940,863,488","7,104,354,944",13.42,Consumer Discretionary,Consumer Durables & Apparel
NVST,NVST US Equity,ENVISTA HOLDINGS,"3,717,062,656","2,751,600,128",10.09,Health Care,Health Care Equipment & Services
NVT,NVT US Equity,NVENT ELECTRIC,"3,281,340,416","2,094,600,032",10.13,Industrials,Capital Goods
NWL,NWL US Equity,NEWELL BRANDS IN,"7,259,772,928","9,071,499,904",7.72,Consumer Discretionary,Consumer Durables & Apparel
NWS,NWS US Equity,NEWS CORP-CL B,"8,945,446,912","9,008,000,000",-17.89,Communication Services,Media & Entertainment
NWSA,NWSA US Equity,NEWS CORP-CL A,"8,945,446,912","9,008,000,000",-17.89,Communication Services,Media & Entertainment
NXST,NXST US Equity,NEXSTAR MEDIA-A,"4,068,708,864","3,770,119,936",21.46,Communication Services,Media & Entertainment
NYT,NYT US Equity,NEW YORK TIMES-A,"7,250,510,336","1,784,250,016",7.13,Communication Services,Media & Entertainment
OC,OC US Equity,OWENS CORNING,"7,288,797,184","6,800,999,936",10.34,Industrials,Capital Goods
ODFL,ODFL US Equity,OLD DOMINION FRT,"22,568,704,000","3,941,236,992",22.22,Industrials,Transportation
ODP,ODP US Equity,ODP CORP/THE,"1,024,333,312","10,173,000,192",-21.13,Consumer Discretionary,Retailing
OI,OI US Equity,O-I GLASS INC,"1,806,561,664","6,276,999,936",3.74,Materials,Materials
OKTA,OKTA US Equity,OKTA INC,"24,774,805,504","643,703,008",-28.55,Information Technology,Software & Services
OLLI,OLLI US Equity,OLLIE'S BARGAIN,"6,779,492,864","1,432,708,000",12.30,Consumer Discretionary,Retailing
OLN,OLN US Equity,OLIN CORP,"1,821,728,128","5,630,000,128",-7.72,Materials,Materials
OMC,OMC US Equity,OMNICOM GROUP,"11,635,141,632","13,972,599,808",2.23,Communication Services,Media & Entertainment
OMCL,OMCL US Equity,OMNICELL INC,"3,054,569,216","906,403,984",-3.50,Health Care,Health Care Equipment & Services
OMF,OMF US Equity,ONEMAIN HOLDINGS,"3,990,341,376","4,964,000,000",12.37,Financials,Diversified Financials
OMI,OMI US Equity,OWENS & MINOR,"1,029,429,760","8,520,070,912",1.23,Health Care,Health Care Equipment & Services
ON,ON US Equity,ON SEMICONDUCTOR,"9,194,190,848","5,274,999,936",3.55,Information Technology,Semiconductors & Semiconductor Equipment
OPCH,OPCH US Equity,OPTION CARE HEAL,"2,277,939,712","2,782,947,008",3.13,Health Care,Health Care Equipment & Services
OPK,OPK US Equity,OPKO HEALTH,"3,161,602,560","965,745,008",9.02,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
ORCL,ORCL US Equity,ORACLE CORP,"166,230,507,520","39,067,999,232",41.27,Information Technology,Software & Services
ORI,ORI US Equity,OLD REPUB INTL,"5,107,799,040","6,371,699,968",25.86,Financials,Insurance
ORLY,ORLY US Equity,O'REILLY AUTOMOT,"34,329,763,840","10,717,584,896",23.82,Consumer Discretionary,Retailing
OSIS,OSIS US Equity,OSI SYSTEMS INC,"1,420,726,272","1,197,454,016",8.07,Information Technology,Technology Hardware & Equipment
OSK,OSK US Equity,OSHKOSH CORP,"5,672,569,344","7,268,300,032",7.50,Industrials,Capital Goods
OSTK,OSTK US Equity,OVERSTOCK.COM,"3,805,791,744","1,852,096,992",4.99,Consumer Discretionary,Retailing
OTIS,OTIS US Equity,OTIS WORLDWI,"28,106,856,448","12,660,999,936",13.73,Industrials,Capital Goods
PAG,PAG US Equity,PENSKE AUTOMOTIV,"3,871,476,480","20,509,199,616",1.96,Consumer Discretionary,Retailing
PANW,PANW US Equity,PALO ALTO NETWOR,"25,063,766,016","3,263,800,064",-6.50,Information Technology,Software & Services
PATK,PATK US Equity,PATRICK INDS INC,"1,530,263,808","2,128,922,944",2.85,Industrials,Capital Goods
PAYC,PAYC US Equity,PAYCOM SOFTWARE,"16,839,918,592","792,370,000",14.64,Information Technology,Software & Services
PAYX,PAYX US Equity,PAYCHEX INC,"26,595,596,288","4,040,500,096",32.74,Information Technology,Software & Services
PBH,PBH US Equity,PRESTIGE CONSUME,"1,895,633,408","960,250,000",34.93,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
PBI,PBI US Equity,PITNEY BOWES INC,"1,105,994,752","3,255,227,968",4.50,Industrials,Commercial & Professional Services
PCAR,PCAR US Equity,PACCAR INC,"31,267,633,152","20,708,099,840",5.08,Industrials,Capital Goods
PCTY,PCTY US Equity,PAYLOCITY HOLDIN,"6,839,693,312","561,329,000",4.84,Information Technology,Software & Services
PDCO,PDCO US Equity,PATTERSON COS,"2,604,832,512","5,490,011,136",-47.76,Health Care,Health Care Equipment & Services
PEGA,PEGA US Equity,PEGASYSTEMS INC,"9,247,754,240","986,211,040",-22.63,Information Technology,Software & Services
PEN,PEN US Equity,PENUMBRA INC,"8,557,463,040","527,203,000",-16.79,Health Care,Health Care Equipment & Services
PENN,PENN US Equity,PENN NATL GAMING,"6,848,440,832","4,117,299,936",-54.14,Consumer Discretionary,Consumer Services
PEP,PEP US Equity,PEPSICO INC,"190,802,411,520","67,653,999,616",14.54,Consumer Staples,"Food, Beverage & Tobacco"
PFE,PFE US Equity,PFIZER INC,"212,995,194,880","49,196,999,680",26.19,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
PFG,PFG US Equity,PRINCIPAL FINL,"12,471,384,064","16,171,499,776",17.29,Financials,Insurance
PFGC,PFGC US Equity,PERFORMANCE FOOD,"4,439,450,112","25,086,299,648",-3.91,Consumer Staples,Food & Staples Retailing
PFPT,PFPT US Equity,PROOFPOINT INC,"6,076,590,080","979,025,984",-4.19,Information Technology,Software & Services
PG,PG US Equity,PROCTER & GAMBLE,"336,765,288,448","70,950,000,640",19.67,Consumer Staples,Household & Personal Products
PGR,PGR US Equity,PROGRESSIVE CORP,"52,106,178,560","40,544,699,392",21.20,Financials,Insurance
PGTI,PGTI US Equity,PGT INNOVATIONS,"1,102,603,904","795,636,016",4.24,Industrials,Capital Goods
PH,PH US Equity,PARKER HANNIFIN,"26,869,241,856","13,695,520,000",14.25,Industrials,Capital Goods
PHM,PHM US Equity,PULTEGROUP INC,"12,185,993,216","10,616,038,912",17.82,Consumer Discretionary,Consumer Durables & Apparel
PII,PII US Equity,POLARIS INC,"6,573,033,984","6,424,513,024",-19.54,Consumer Discretionary,Consumer Durables & Apparel
PINC,PINC US Equity,PREMIER INC-CL A,"4,228,452,096","1,273,072,992",30.41,Health Care,Health Care Equipment & Services
PINS,PINS US Equity,PINTEREST INC -A,"21,337,573,376","1,224,025,984",-38.36,Communication Services,Media & Entertainment
PIPR,PIPR US Equity,PIPER SANDLER CO,"1,299,697,920","1,022,047,008",2.53,Financials,Diversified Financials
PJT,PJT US Equity,PJT PARTNERS - A,"2,385,339,136","855,613,024",21.36,Financials,Diversified Financials
PKG,PKG US Equity,PACKAGING CORP,"9,426,600,960","6,721,000,064",7.53,Materials,Materials
PKI,PKI US Equity,PERKINELMER INC,"13,403,205,632","2,976,533,056",21.64,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
PLNT,PLNT US Equity,PLANET FITNESS-A,"4,902,420,992","525,791,016",-56.47,Consumer Discretionary,Consumer Services
PLUS,PLUS US Equity,EPLUS INC,"1,051,474,624","1,562,063,008",7.04,Information Technology,Technology Hardware & Equipment
PLXS,PLXS US Equity,PLEXUS CORP,"2,303,673,088","3,287,361,984",5.35,Information Technology,Technology Hardware & Equipment
PM,PM US Equity,PHILIP MORRIS IN,"124,100,231,168","29,158,999,552",41.06,Consumer Staples,"Food, Beverage & Tobacco"
PMT,PMT US Equity,PENNYMAC MORTGAG,"1,796,882,176","759,186,992",70.81,Financials,Diversified Financials
PNR,PNR US Equity,PENTAIR PLC,"7,497,417,216","2,892,099,968",15.58,Industrials,Capital Goods
PODD,PODD US Equity,INSULET CORP,"13,435,380,736","825,815,008",12.15,Health Care,Health Care Equipment & Services
POOL,POOL US Equity,POOL CORP,"12,999,010,304","3,438,867,904",16.07,Consumer Discretionary,Retailing
POST,POST US Equity,POST HOLDINGS IN,"6,002,666,496","5,730,200,064",12.88,Consumer Staples,"Food, Beverage & Tobacco"
PPC,PPC US Equity,PILGRIM'S PRIDE,"3,987,475,968","11,740,410,112",0.97,Consumer Staples,"Food, Beverage & Tobacco"
PPG,PPG US Equity,PPG INDS INC,"28,550,901,760","13,889,999,872",11.18,Materials,Materials
PQG,PQG US Equity,PQ GROUP HOLDING,"1,735,976,192","1,497,324,000",11.45,Materials,Materials
PRAA,PRAA US Equity,PRA GROUP INC,"2,036,491,264","1,051,808,000",32.27,Financials,Diversified Financials
PRAH,PRAH US Equity,PRA HEALTH SCIEN,"6,709,511,680","3,094,530,048",5.98,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
PRDO,PRDO US Equity,PERDOCEO EDUCATI,"1,066,687,488","660,439,024",21.23,Consumer Discretionary,Consumer Services
PRFT,PRFT US Equity,PERFICIENT INC,"1,402,100,096","581,744,016",8.02,Information Technology,Software & Services
PRGO,PRGO US Equity,PERRIGO CO PLC,"7,263,439,360","5,074,000,000",9.63,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
PRI,PRI US Equity,PRIMERICA INC,"5,351,734,784","2,103,364,000",26.87,Financials,Insurance
PRMW,PRMW US Equity,PRIMO WATER CORP,"2,415,692,800","2,147,299,968",-24.96,Consumer Staples,"Food, Beverage & Tobacco"
PRSC,PRSC US Equity,PROVIDENCE SERVI,"1,286,443,136","1,427,764,992",17.30,Health Care,Health Care Equipment & Services
PRSP,PRSP US Equity,PERSPECTA INC,"3,564,006,656","4,505,000,064",1.62,Information Technology,Software & Services
PRU,PRU US Equity,PRUDENTL FINL,"27,614,449,664","59,907,000,320",-15.97,Financials,Insurance
PSMT,PSMT US Equity,PRICESMART INC,"2,061,451,008","3,319,906,944",3.00,Consumer Staples,Food & Staples Retailing
PSN,PSN US Equity,PARSONS CORP,"3,656,305,920","3,954,811,904",1.27,Industrials,Capital Goods
PSTG,PSTG US Equity,PURE STORAGE-A,"4,576,931,840","1,683,859,008",-23.12,Information Technology,Technology Hardware & Equipment
PTC,PTC US Equity,PTC INC,"9,976,856,576","1,402,438,016",18.03,Information Technology,Software & Services
PTON,PTON US Equity,PELOTON INTERA-A,"18,228,826,112","1,442,100,000",-11.13,Consumer Discretionary,Consumer Durables & Apparel
PVH,PVH US Equity,PVH CORP,"3,803,433,216","8,896,699,904",-90.65,Consumer Discretionary,Consumer Durables & Apparel
PWR,PWR US Equity,QUANTA SERVICES,"6,829,278,208","11,736,020,992",4.51,Industrials,Capital Goods
PYPL,PYPL US Equity,PAYPAL HOLDINGS,"224,475,709,440","19,217,999,872",18.08,Information Technology,Software & Services
PZZA,PZZA US Equity,PAPA JOHN'S INTL,"3,122,929,408","1,691,701,984",6.63,Consumer Discretionary,Consumer Services
QCOM,QCOM US Equity,QUALCOMM INC,"130,611,118,080","20,000,000,512",15.98,Information Technology,Semiconductors & Semiconductor Equipment
QDEL,QDEL US Equity,QUIDEL CORP,"10,050,833,408","655,076,992",41.47,Health Care,Health Care Equipment & Services
QGEN,QGEN US Equity,QIAGEN NV,"11,063,291,904","1,526,424,064",-1.71,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
QRTEA,QRTEA US Equity,QURATE RETAIL-A,"4,463,042,560","13,604,000,000",11.84,Consumer Discretionary,Retailing
QRVO,QRVO US Equity,QORVO INC,"15,014,097,920","3,250,994,048",11.77,Information Technology,Semiconductors & Semiconductor Equipment
R,R US Equity,RYDER SYSTEM INC,"2,153,291,776","8,557,020,032",-1.98,Industrials,Transportation
RBC,RBC US Equity,REGAL BELOIT COR,"4,067,217,408","2,878,800,000",7.24,Industrials,Capital Goods
RCII,RCII US Equity,RENT-A-CENTER,"1,749,336,064","2,702,918,016",7.84,Consumer Discretionary,Retailing
RCL,RCL US Equity,ROYAL CARIBBEAN,"12,276,858,880","7,912,618,112",-730.32,Consumer Discretionary,Consumer Services
RCM,RCM US Equity,R1 RCM INC,"1,771,247,744","1,250,400,000",7.98,Health Care,Health Care Equipment & Services
RE,RE US Equity,EVEREST RE GROUP,"9,102,376,960","8,474,111,232",10.73,Financials,Insurance
REGN,REGN US Equity,REGENERON PHARM,"65,149,382,656","7,998,099,840",33.63,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
REZI,REZI US Equity,RESIDEO TECHN,"1,708,300,416","4,738,000,064",-0.58,Industrials,Capital Goods
RGA,RGA US Equity,REINSURANCE GROU,"6,476,325,376","14,222,565,120",6.68,Financials,Insurance
RH,RH US Equity,RH,"5,984,250,368","2,531,911,008",7.34,Consumer Discretionary,Retailing
RHI,RHI US Equity,ROBERT HALF INTL,"6,479,177,728","5,704,533,888",5.23,Industrials,Commercial & Professional Services
RJF,RJF US Equity,RAYMOND JAMES,"10,466,662,400","8,146,999,936",10.80,Financials,Diversified Financials
RL,RL US Equity,RALPH LAUREN COR,"5,099,249,152","5,218,500,064",-34.46,Consumer Discretionary,Consumer Durables & Apparel
RLI,RLI US Equity,RLI CORP,"4,065,063,680","918,022,008",37.45,Financials,Insurance
RMD,RMD US Equity,RESMED INC,"25,438,496,768","2,957,010,944",28.98,Health Care,Health Care Equipment & Services
RNG,RNG US Equity,RINGCENTRAL IN-A,"24,833,564,672","1,031,713,984",-10.55,Information Technology,Software & Services
RNR,RNR US Equity,RENAISSANCERE,"9,370,621,952","4,601,152,960",48.02,Financials,Insurance
ROAD,ROAD US Equity,CONSTRUCTION P-A,"1,062,043,584","783,238,016",7.30,Industrials,Capital Goods
ROCK,ROCK US Equity,GIBRALTAR INDUST,"2,207,048,704","1,092,620,032",12.10,Industrials,Capital Goods
ROG,ROG US Equity,ROGERS CORP,"2,326,323,200","805,576,992",11.03,Information Technology,Technology Hardware & Equipment
ROK,ROK US Equity,ROCKWELL AUTOMAT,"27,382,120,448","6,490,000,000",13.20,Industrials,Capital Goods
ROKU,ROKU US Equity,ROKU INC,"18,329,573,376","1,348,997,024",-11.85,Communication Services,Media & Entertainment
ROL,ROL US Equity,ROLLINS INC,"17,875,965,952","2,103,680,992",18.97,Industrials,Commercial & Professional Services
ROLL,ROLL US Equity,RBC BEARINGS INC,"3,494,728,960","701,264,000",18.41,Industrials,Capital Goods
ROP,ROP US Equity,ROPER TECHNOLOGI,"46,774,321,152","5,404,999,936",25.56,Industrials,Capital Goods
ROST,ROST US Equity,ROSS STORES INC,"33,481,545,728","14,085,104,000",-25.11,Consumer Discretionary,Retailing
RP,RP US Equity,REALPAGE INC,"6,130,206,720","1,072,249,008",9.05,Information Technology,Software & Services
RPM,RPM US Equity,RPM INTL INC,"11,006,857,216","5,506,994,176",12.11,Materials,Materials
RRR,RRR US Equity,RED ROCK RESOR-A,"1,789,028,480","1,412,501,968",-86.35,Consumer Discretionary,Consumer Services
RS,RS US Equity,RELIANCE STEEL,"6,850,175,488","9,725,900,160",5.87,Materials,Materials
RSG,RSG US Equity,REPUBLIC SVCS,"29,059,332,096","10,231,899,904",16.10,Industrials,Commercial & Professional Services
RTX,RTX US Equity,RAYTHEON TECHNOL,"98,212,954,112","71,558,999,040",-26.74,Industrials,Capital Goods
RUN,RUN US Equity,SUNRUN INC,"5,535,470,592","851,504,000",-46.04,Industrials,Capital Goods
RUSHA,RUSHA US Equity,RUSH ENTER-CL A,"1,777,385,600","5,206,144,000",2.29,Industrials,Capital Goods
RUSHB,RUSHB US Equity,RUSH ENTER-CL B,"1,777,385,600","5,206,144,000",2.29,Industrials,Capital Goods
RXN,RXN US Equity,REXNORD CORP,"3,766,947,328","2,009,100,000",14.70,Industrials,Capital Goods
SABR,SABR US Equity,SABRE CORP,"2,323,016,960","2,667,642,016",-462.49,Information Technology,Software & Services
SAFM,SAFM US Equity,SANDERSON FARMS,"2,632,053,504","3,519,430,016",-5.18,Consumer Staples,"Food, Beverage & Tobacco"
SAFT,SAFT US Equity,SAFETY INSURANCE,"1,204,589,952","827,986,000",25.64,Financials,Insurance
SAH,SAH US Equity,SONIC AUTOMOTI-A,"1,938,005,760","9,871,065,984",2.54,Consumer Discretionary,Retailing
SAIA,SAIA US Equity,SAIA INC,"3,436,740,864","1,776,465,984",8.53,Industrials,Transportation
SAIC,SAIC US Equity,SCIENCE APPLICAT,"4,908,750,848","6,520,999,936",4.44,Information Technology,Software & Services
SAM,SAM US Equity,BOSTON BEER-A,"9,995,744,256","1,462,468,960",17.42,Consumer Staples,"Food, Beverage & Tobacco"
SANM,SANM US Equity,SANMINA CORP,"2,060,697,088","6,977,618,944",3.87,Information Technology,Technology Hardware & Equipment
SATS,SATS US Equity,ECHOSTAR CORP-A,"3,026,042,880","1,896,400,000",7.57,Information Technology,Technology Hardware & Equipment
SAVE,SAVE US Equity,SPIRIT AIRLINES,"1,582,786,944","2,871,394,016",-137.43,Industrials,Transportation
SBGI,SBGI US Equity,SINCLAIR BROAD-A,"1,592,231,168","5,638,999,936",38.35,Communication Services,Media & Entertainment
SBH,SBH US Equity,SALLY BEAUTY HOL,"1,453,538,560","3,522,454,976",0.20,Consumer Discretionary,Retailing
SBUX,SBUX US Equity,STARBUCKS CORP,"92,690,006,016","24,061,899,776",-16.67,Consumer Discretionary,Consumer Services
SC,SC US Equity,SANTANDER CONSUM,"5,732,716,544","7,972,139,008",-12.82,Financials,Diversified Financials
SCCO,SCCO US Equity,SOUTHERN COPPER,"35,043,409,920","7,219,200,000",32.33,Materials,Materials
SCHW,SCHW US Equity,SCHWAB (CHARLES),"44,896,284,672","11,046,000,128",36.24,Financials,Diversified Financials
SCI,SCI US Equity,SERVICE CORP INT,"8,470,848,000","3,243,001,024",22.24,Consumer Discretionary,Consumer Services
SCL,SCL US Equity,STEPAN CO,"2,597,980,928","1,807,108,032",9.69,Materials,Materials
SCS,SCS US Equity,STEELCASE INC-A,"1,309,565,568","3,382,200,000",-10.83,Industrials,Commercial & Professional Services
SEAS,SEAS US Equity,SEAWORLD ENTERTA,"1,414,312,320","943,263,984",-561.58,Consumer Discretionary,Consumer Services
SEB,SEB US Equity,SEABOARD CORP,"3,412,724,992","6,966,000,128",0.61,Consumer Staples,"Food, Beverage & Tobacco"
SEDG,SEDG US Equity,SOLAREDGE TECHNO,"10,784,508,928","1,591,848,000",9.03,Information Technology,Semiconductors & Semiconductor Equipment
SEE,SEE US Equity,SEALED AIR CORP,"6,378,065,408","4,842,499,968",16.16,Materials,Materials
SEIC,SEIC US Equity,SEI INVESTMENTS,"7,870,065,664","1,654,887,008",25.04,Financials,Diversified Financials
SEM,SEM US Equity,SELECT MEDICAL,"2,718,252,544","5,415,276,928",9.70,Health Care,Health Care Equipment & Services
SERV,SERV US Equity,SERVICEMASTER GL,"5,465,786,368","2,025,000,000",14.42,Consumer Discretionary,Consumer Services
